c Emme Modeller - Matrix Transaction
c Date: 2016-01-24 12:16:36
c Project:        TL_RTM_Release_2015_01.00 [2011 Base Case]                  
t matrices
a matrix=mo54   s-0--   0.0 Segment W0                              
   gu25    all  21.82386
a matrix=mo594   o3330   0.0 AuPr H3W3HA0                            
   gu01    all  4.890709
   gu02    all   9.18426
   gu04    all  .3871222
   gu05    all  18.66801
   gu06    all  13.78335
   gu07    all  19.17765
   gu08    all   7.51642
   gu09    all  35.97246
   gu10    all  8.505544
   gu11    all  3.769482
   gu12    all  10.06564
   gu13    all  7.310601
   gu14    all  15.63356
   gu15    all  1.224255
   gu16    all  4.325467
   gu21    all  3.330719
   gu22    all   1.12689
   gu23    all  1.631446
   gu24    all  8.291627
   gu25    all   16.9416
a matrix=mo595   o4030   0.0 AuPr H4+W0HA0                           
   gu01    all  3.489932
   gu02    all  11.26195
   gu04    all  .4197864
   gu05    all  12.77296
   gu06    all   27.8087
   gu07    all  16.97657
   gu08    all  6.954323
   gu09    all  29.19764
   gu10    all  7.571874
   gu11    all  10.69701
   gu12    all  17.37088
   gu13    all  5.250063
   gu14    all  17.77533
   gu15    all  5.232499
   gu16    all  2.726784
   gu21    all  1.602293
   gu22    all  .6674644
   gu23    all  .8208919
   gu24    all    5.8592
   gu25    all  11.14861
a matrix=mo596   o4130   0.0 AuPr H4+W1HA0                           
   gu01    all  1.520675
   gu02    all  4.015552
   gu04    all  .0761258
   gu05    all  9.410651
   gu06    all  6.295578
   gu07    all  4.233629
   gu08    all  1.474659
   gu09    all  8.303261
   gu10    all  1.810989
   gu11    all  1.996158
   gu12    all   4.84624
   gu13    all  1.596249
   gu14    all  2.853156
   gu15    all  1.767127
   gu16    all   2.80391
   gu21    all  14.48976
   gu22    all  2.684604
   gu23    all  2.232683
   gu24    all  5.510946
   gu25    all  15.85642
a matrix=mo597   o4230   0.0 AuPr H4+W2HA0                           
   gu01    all  10.67013
   gu02    all  20.30292
   gu04    all  .4708442
   gu05    all  33.57981
   gu06    all  43.74345
   gu07    all  26.77934
   gu08    all  10.30879
   gu09    all  54.43552
   gu10    all  12.22835
   gu11    all  15.01596
   gu12    all  35.92753
   gu13    all  12.12923
   gu14    all  20.05802
   gu15    all  14.31104
   gu16    all  9.303956
   gu21    all  14.64693
   gu22    all  3.607081
   gu23    all   3.81543
   gu24    all  15.56701
   gu25    all  37.90728
a matrix=mo598   o4330   0.0 AuPr H4+W3+HA0                          
   gu01    all  3.977947
   gu02    all  7.621992
   gu04    all  .3831638
   gu05    all  12.53734
   gu06    all  11.77174
   gu07    all  16.46317
   gu08    all  6.843452
   gu09    all  29.94266
   gu10    all   7.50669
   gu11    all  3.818442
   gu12    all  8.789224
   gu13    all  6.587941
   gu14    all  16.10783
   gu15    all  1.161602
   gu16    all  2.608964
   gu21    all  1.714086
   gu22    all  .6360967
   gu23    all  .8756827
   gu24    all  5.280722
   gu25    all  10.07445
a matrix=mo599   o1011   0.0 AuPr H1W0LA1                            
   gu01    all  .8312478
   gu02    all  2.059533
   gu04    all  .0698662
   gu05    all    1.4722
   gu06    all  5.189233
   gu07    all  2.523862
   gu08    all    1.3731
   gu09    all  5.318566
   gu10    all  1.453973
   gu11    all  3.169443
   gu12    all  4.437002
   gu13    all  1.686582
   gu14    all  3.980995
   gu15    all  2.760229
   gu16    all  .2831701
   gu21    all  .1492246
   gu22    all  .0722182
   gu23    all  .0762050
   gu24    all  .6413177
   gu25    all  1.161855
a matrix=mo600   o1111   0.0 AuPr H1W1LA1                            
   gu01    all  1.117559
   gu02    all  2.982398
   gu04    all  .0521061
   gu05    all  7.191726
   gu06    all  4.534503
   gu07    all  3.013665
   gu08    all  1.034662
   gu09    all  5.944409
   gu10    all  1.282599
   gu11    all  1.431655
   gu12    all  3.547993
   gu13    all  1.151114
   gu14    all  1.963079
   gu15    all  1.349185
   gu16    all  2.155055
   gu21    all  12.37791
   gu22    all   2.23203
   gu23    all  1.786718
   gu24    all  4.212902
   gu25    all   12.5222
a matrix=mo601   o2011   0.0 AuPr H2W0LA1                            
   gu01    all  10.24181
   gu02    all  19.21055
   gu04    all  .4178583
   gu05    all   32.7414
   gu06    all  40.94117
   gu07    all  24.63754
   gu08    all       9.4
   gu09    all  50.63749
   gu10    all  11.25037
   gu11    all  14.04495
   gu12    all  34.37585
   gu13    all  11.42723
   gu14    all  17.87668
   gu15    all  14.40315
   gu16    all  9.261512
   gu21    all  16.17574
   gu22    all  3.856195
   gu23    all  3.984554
   gu24    all   15.3899
   gu25    all  38.32965
a matrix=mo602   o2111   0.0 AuPr H2W1LA1                            
   gu01    all  4.484833
   gu02    all   8.40013
   gu04    all  .4017003
   gu05    all  14.16576
   gu06    all   12.9405
   gu07    all  17.63494
   gu08    all  7.344822
   gu09    all  32.68587
   gu10    all  8.103641
   gu11    all  4.210875
   gu12    all  9.905982
   gu13    all  7.326768
   gu14    all  16.87818
   gu15    all  1.382328
   gu16    all   3.01312
   gu21    all  2.129168
   gu22    all  .7652259
   gu23    all  1.067251
   gu24    all     6.105
   gu25    all   11.7917
a matrix=mo603   o2211   0.0 AuPr H2W2LA1                            
   gu01    all    1.1558
   gu02    all   3.40692
   gu04    all  .1283353
   gu05    all  2.901116
   gu06    all  8.583822
   gu07    all  4.713852
   gu08    all  2.220515
   gu09    all  8.732238
   gu10    all  2.363389
   gu11    all  4.312522
   gu12    all  6.170172
   gu13    all  2.094889
   gu14    all  6.282059
   gu15    all  2.865336
   gu16    all  .5703143
   gu21    all  .3171761
   gu22    all  .1465486
   gu23    all  .1614769
   gu24    all  1.292193
   gu25    all  2.356444
a matrix=mo604   o3011   0.0 AuPr H3W0LA1                            
   gu01    all  .9947513
   gu02    all  2.455135
   gu04    all  .0327888
   gu05    all  5.720403
   gu06    all  3.678364
   gu07    all  2.094976
   gu08    all  .7570118
   gu09    all  4.518931
   gu10    all  .9565882
   gu11    all   1.25776
   gu12    all  3.183938
   gu13    all  1.030995
   gu14    all  1.396062
   gu15    all  1.338762
   gu16    all  1.754795
   gu21    all  11.66436
   gu22    all  2.024576
   gu23    all  1.508017
   gu24    all  3.296107
   gu25    all  10.48479
a matrix=mo605   o3111   0.0 AuPr H3W1LA1                            
   gu01    all  8.926584
   gu02    all  14.72609
   gu04    all  .2457300
   gu05    all  23.71964
   gu06    all  31.95847
   gu07    all  15.86583
   gu08    all  6.552058
   gu09    all  36.67607
   gu10    all  7.989545
   gu11    all  12.09355
   gu12    all  30.29914
   gu13    all  10.06678
   gu14    all    12.051
   gu15    all  14.29912
   gu16    all  7.106955
   gu21    all  14.61336
   gu22    all  3.308029
   gu23    all  3.221828
   gu24    all  11.31096
   gu25    all  29.83916
a matrix=mo606   o3211   0.0 AuPr H3W2LA1                            
   gu01    all  5.624488
   gu02    all  12.31301
   gu04    all  .5652736
   gu05    all  23.45096
   gu06    all  19.59048
   gu07    all  26.08181
   gu08    all  9.957427
   gu09    all  45.74841
   gu10    all  11.11529
   gu11    all  5.249872
   gu12    all  12.62281
   gu13    all  8.469489
   gu14    all  22.09305
   gu15    all  1.374647
   gu16    all  5.283792
   gu21    all  4.206314
   gu22    all  1.444484
   gu23    all  2.011282
   gu24    all  10.49009
   gu25    all  21.10447
a matrix=mo607   o3311   0.0 AuPr H3W3LA1                            
   gu01    all  1.454176
   gu02    all  4.505762
   gu04    all  .1562076
   gu05    all  4.108995
   gu06    all  11.77268
   gu07    all  5.957381
   gu08    all  2.733503
   gu09    all  11.05659
   gu10    all  2.938578
   gu11    all  5.398818
   gu12    all  7.894111
   gu13    all  2.432734
   gu14    all  7.459887
   gu15    all  2.987478
   gu16    all  .8544576
   gu21    all  .5159673
   gu22    all  .2229107
   gu23    all  .2588736
   gu24    all  1.902846
   gu25    all  3.571579
a matrix=mo608   o4011   0.0 AuPr H4+W0LA1                           
   gu01    all  1.551337
   gu02    all  3.442119
   gu04    all  .0411837
   gu05    all  8.286957
   gu06    all  4.817763
   gu07    all   2.92699
   gu08    all   1.04096
   gu09    all  6.488001
   gu10    all  1.340701
   gu11    all  1.654675
   gu12    all  4.598819
   gu13    all  1.585282
   gu14    all  1.823623
   gu15    all  2.092741
   gu16    all  2.603408
   gu21    all  15.75016
   gu22    all  2.833197
   gu23    all  2.175297
   gu24    all  4.710769
   gu25    all  15.08593
a matrix=mo609   o4111   0.0 AuPr H4+W1LA1                           
   gu01    all  7.068022
   gu02    all  10.11167
   gu04    all  .1519076
   gu05    all  17.27208
   gu06    all  20.59019
   gu07    all  10.91879
   gu08    all  4.488298
   gu09    all  26.34189
   gu10    all  5.581882
   gu11    all  7.878835
   gu12    all  21.96466
   gu13    all  7.854054
   gu14    all  7.767484
   gu15    all   11.4505
   gu16    all  5.344341
   gu21    all  10.31683
   gu22    all  2.372448
   gu23    all  2.372366
   gu24    all  8.138404
   gu25    all  21.82386
a matrix=mo610   o4211   0.0 AuPr H4+W2LA1                           
   gu01    all  4.890709
   gu02    all   9.18426
   gu04    all  .3871222
   gu05    all  18.66801
   gu06    all  13.78335
   gu07    all  19.17765
   gu08    all   7.51642
   gu09    all  35.97246
   gu10    all  8.505544
   gu11    all  3.769482
   gu12    all  10.06564
   gu13    all  7.310601
   gu14    all  15.63356
   gu15    all  1.224255
   gu16    all  4.325467
   gu21    all  3.330719
   gu22    all   1.12689
   gu23    all  1.631446
   gu24    all  8.291627
   gu25    all   16.9416
a matrix=mo611   o4311   0.0 AuPr H4+W3+LA1                          
   gu01    all  3.489932
   gu02    all  11.26195
   gu04    all  .4197864
   gu05    all  12.77296
   gu06    all   27.8087
   gu07    all  16.97657
   gu08    all  6.954323
   gu09    all  29.19764
   gu10    all  7.571874
   gu11    all  10.69701
   gu12    all  17.37088
   gu13    all  5.250063
   gu14    all  17.77533
   gu15    all  5.232499
   gu16    all  2.726784
   gu21    all  1.602293
   gu22    all  .6674644
   gu23    all  .8208919
   gu24    all    5.8592
   gu25    all  11.14861
a matrix=mo612   o1021   0.0 AuPr H1W0MA1                            
   gu01    all  1.736691
   gu02    all  4.533707
   gu04    all  .0927832
   gu05    all   10.3733
   gu06    all  7.196073
   gu07    all  4.951824
   gu08    all  1.767606
   gu09    all  9.715326
   gu10    all  2.146414
   gu11    all  2.360583
   gu12    all  5.547726
   gu13    all  1.902463
   gu14    all   3.50959
   gu15    all  2.035838
   gu16    all  3.057567
   gu21    all  12.77857
   gu22    all  2.585668
   gu23    all  2.388924
   gu24    all  6.072858
   gu25    all  17.08579
a matrix=mo613   o1121   0.0 AuPr H1W1MA1                            
   gu01    all  11.85231
   gu02    all  22.68177
   gu04    all  .5615483
   gu05    all   36.4703
   gu06    all  48.66979
   gu07    all   30.7267
   gu08    all  12.08306
   gu09    all  62.22675
   gu10    all  14.17701
   gu11    all  17.31974
   gu12    all   39.9484
   gu13    all   14.1026
   gu14    all  24.23775
   gu15    all  16.00701
   gu16    all   9.88218
   gu21    all   16.7985
   gu22    all  3.906621
   gu23    all   3.94862
   gu24    all   16.7188
   gu25    all  39.99826
a matrix=mo614   o2021   0.0 AuPr H2W0MA1                            
   gu01    all  3.092776
   gu02    all  5.986041
   gu04    all  .3172333
   gu05    all  9.600205
   gu06    all  9.147224
   gu07    all  13.31297
   gu08    all  5.596696
   gu09    all  23.95879
   gu10    all  6.095082
   gu11    all  3.066907
   gu12    all  6.811768
   gu13    all   5.32445
   gu14    all  13.59769
   gu15    all  .9024563
   gu16    all  1.955498
   gu21    all  1.364435
   gu22    all  .4806295
   gu23    all  .6351255
   gu24    all  3.970399
   gu25    all  7.488021
a matrix=mo615   o2121   0.0 AuPr H2W1MA1                            
   gu01    all  .3182184
   gu02    all  .7984792
   gu04    all  .0284352
   gu05    all  .5561982
   gu06    all  1.986917
   gu07    all  1.008509
   gu08    all  .5526394
   gu09    all  2.099139
   gu10    all  .5814948
   gu11    all  1.252771
   gu12    all    1.6921
   gu13    all  .6704902
   gu14    all  1.654972
   gu15    all  1.054699
   gu16    all  .1047551
   gu21    all  .0584992
   gu22    all  .0270812
   gu23    all  .0273304
   gu24    all  .2379474
   gu25    all  .4279310
a matrix=mo616   o2221   0.0 AuPr H2W2MA1                            
   gu01    all   1.30406
   gu02    all   3.46043
   gu04    all  .0666822
   gu05    all  8.090659
   gu06    all  5.384161
   gu07    all  3.646417
   gu08    all  1.288029
   gu09    all  7.179399
   gu10    all  1.574271
   gu11    all   1.75922
   gu12    all  4.175852
   gu13    all  1.405495
   gu14    all  2.523768
   gu15    all  1.567329
   gu16    all  2.394655
   gu21    all  10.78079
   gu22    all  2.146682
   gu23    all   1.94387
   gu24    all  4.754308
   gu25    all  13.72642
a matrix=mo617   o3021   0.0 AuPr H3W0MA1                            
   gu01    all  11.66204
   gu02    all  22.28329
   gu04    all  .5266542
   gu05    all  36.57132
   gu06    all  47.63163
   gu07    all  29.44988
   gu08    all  11.50229
   gu09    all   60.0534
   gu10    all  13.57811
   gu11    all   16.9229
   gu12    all  39.45875
   gu13    all  13.65276
   gu14    all     22.72
   gu15    all  16.24723
   gu16    all  10.06778
   gu21    all  18.39669
   gu22    all  4.206927
   gu23    all  4.205512
   gu24    all  17.01462
   gu25    all  41.37804
a matrix=mo618   o3121   0.0 AuPr H3W1MA1                            
   gu01    all  3.579541
   gu02    all  6.877343
   gu04    all  .3514658
   gu05    all   11.2045
   gu06    all  10.53711
   gu07    all  14.92865
   gu08    all  6.275714
   gu09    all  27.18245
   gu10    all  6.861525
   gu11    all  3.535508
   gu12    all  7.933245
   gu13    all  6.085773
   gu14    all  15.00484
   gu15    all  1.082396
   gu16    all  2.320509
   gu21    all  1.697321
   gu22    all  .5897802
   gu23    all  .7913218
   gu24    all  4.735791
   gu25    all  9.001911
a matrix=mo619   o3221   0.0 AuPr H3W2MA1                            
   gu01    all  .4543598
   gu02    all  1.378933
   gu04    all  .0551979
   gu05    all   1.13352
   gu06    all  3.447095
   gu07    all  1.975048
   gu08    all  .9339635
   gu09    all  3.584744
   gu10    all  .9860991
   gu11    all  1.782376
   gu12    all  2.432153
   gu13    all  .8559677
   gu14    all  2.751397
   gu15    all   1.10305
   gu16    all  .2170543
   gu21    all  .1251914
   gu22    all  .0566100
   gu23    all  .0592966
   gu24    all  .4952811
   gu25    all  .8936300
a matrix=mo620   o3321   0.0 AuPr H3W3MA1                            
   gu01    all  1.736691
   gu02    all  4.533707
   gu04    all  .0927832
   gu05    all   10.3733
   gu06    all  7.196073
   gu07    all  4.951824
   gu08    all  1.767606
   gu09    all  9.715326
   gu10    all  2.146414
   gu11    all  2.360583
   gu12    all  5.547726
   gu13    all  1.902463
   gu14    all   3.50959
   gu15    all  2.035838
   gu16    all  3.057567
   gu21    all  12.77857
   gu22    all  2.585668
   gu23    all  2.388924
   gu24    all  6.072858
   gu25    all  17.08579
a matrix=mo621   o4021   0.0 AuPr H4+W0MA1                           
   gu01    all  11.85231
   gu02    all  22.68177
   gu04    all  .5615483
   gu05    all   36.4703
   gu06    all  48.66979
   gu07    all   30.7267
   gu08    all  12.08306
   gu09    all  62.22675
   gu10    all  14.17701
   gu11    all  17.31974
   gu12    all   39.9484
   gu13    all   14.1026
   gu14    all  24.23775
   gu15    all  16.00701
   gu16    all   9.88218
